sample_id,shot,status,image,captured_at,device_serial,phone_name,error,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE
IMG_0070,1,ok,images/IMG_0070.jpg,2026-08-13T22:04:49+08:00,SSGA9X75RSPRSOEE,IMG_20260813_220445.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,412.322,58.633,0.8739,1.0335,236.592,1.481,1.3752,-0.0503,-0.052,0.0243,-0.0157,1812.0
IMG_0071,1,ok,images/IMG_0071.jpg,2026-08-13T22:15:45+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221542.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,324.594,55.114,0.6271,0.7569,214.877,0.9562,1.0,-0.0389,0.0539,0.031,-0.0045,1613.0
IMG_0072,1,ok,images/IMG_0072.jpg,2026-08-13T22:15:54+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221550.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,284.957,40.087,0.8355,1.6589,196.788,1.0028,1.094,0.0015,-0.0115,-0.0015,0.0016,1639.0
IMG_0073,1,ok,images/IMG_0073.jpg,2026-08-13T22:16:02+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221558.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,141.375,52.567,0.3201,1.3955,218.759,0.9157,1.0421,-0.054,0.0448,-0.0185,0.0063,1410.0
IMG_0074,1,ok,images/IMG_0074.jpg,2026-08-13T22:16:10+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221607.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,250.846,48.478,0.8989,1.731,206.938,1.0651,1.0647,0.0263,-0.0221,-0.4125,0.2714,1353.0
IMG_0075,1,ok,images/IMG_0075.jpg,2026-08-13T22:16:18+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221615.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,276.784,34.57,1.0313,1.4807,162.984,0.9942,0.9024,0.0146,0.0177,0.0045,0.0191,1372.0
IMG_0076,1,ok,images/IMG_0076.jpg,2026-08-13T22:16:27+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221623.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,247.501,69.881,0.3328,0.9562,205.291,1.4438,1.4421,-0.0516,-0.0099,-0.0227,0.0236,1780.0
IMG_0077,1,ok,images/IMG_0077.jpg,2026-08-13T22:16:35+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221631.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,200.39,41.257,0.6289,0.7461,170.703,0.7146,0.578,-0.0476,0.0251,0.0206,0.0005,664.0
IMG_0078,1,ok,images/IMG_0078.jpg,2026-08-13T22:16:43+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221640.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,346.838,43.724,0.4289,0.7149,193.306,1.6916,1.8598,0.0358,0.0337,0.0028,-0.0154,1752.0
IMG_0079,1,ok,images/IMG_0079.jpg,2026-08-13T22:16:51+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221648.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,304.136,69.454,0.313,0.8597,224.837,0.9818,0.9643,0.0202,0.0049,0.0302,-0.0119,1456.0
IMG_0080,1,ok,images/IMG_0080.jpg,2026-08-13T22:17:00+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221656.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,345.694,69.573,0.2545,0.9479,151.779,1.8255,1.3522,0.0159,-0.0426,0.0145,0.0178,1791.0
IMG_0081,1,ok,images/IMG_0081.jpg,2026-08-13T22:19:55+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221951.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,79.186,23.244,0.4208,1.3972,209.016,0.9481,1.0705,-0.0591,-0.0329,-0.213,-0.2347,1634.0
IMG_0082,1,ok,images/IMG_0082.jpg,2026-08-13T22:20:03+08:00,SSGA9X75RSPRSOEE,IMG_20260813_221959.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,116.851,14.793,0.4417,0.9769,177.544,0.9515,0.9056,-0.0554,-0.0508,-0.024,-0.0188,1402.0
IMG_0083,1,ok,images/IMG_0083.jpg,2026-08-13T22:20:11+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222008.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,195.674,56.736,1.2226,1.6815,171.384,0.9124,1.0342,-0.0096,-0.045,0.0219,0.0195,1452.0
IMG_0084,1,ok,images/IMG_0084.jpg,2026-08-13T22:20:19+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222016.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,314.631,35.55,0.378,1.0489,190.345,1.0377,0.9545,-0.0062,-0.0178,-0.0112,0.0182,1468.0
IMG_0085,1,ok,images/IMG_0085.jpg,2026-08-13T22:20:28+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222024.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,366.674,39.788,0.4435,0.7136,178.226,1.0592,0.9635,-0.0491,0.0319,-0.0164,0.0217,1498.0
IMG_0086,1,ok,images/IMG_0086.jpg,2026-08-13T22:20:36+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222032.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,205.076,24.406,0.3921,0.9613,201.607,0.9026,1.0057,-0.0579,-0.0243,0.0023,0.0182,1417.0
IMG_0087,1,ok,images/IMG_0087.jpg,2026-08-13T22:20:44+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222041.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,414.351,69.225,0.6457,1.7198,215.787,0.947,0.9332,0.0128,-0.0052,0.0174,0.0234,1505.0
IMG_0088,1,ok,images/IMG_0088.jpg,2026-08-13T22:20:53+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222049.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,96.241,15.309,1.1411,1.6126,190.539,0.9625,1.0007,0.0218,0.024,-0.0376,-0.0026,1404.0
IMG_0089,1,ok,images/IMG_0089.jpg,2026-08-13T22:21:01+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222057.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,332.054,65.507,0.6081,1.6452,234.84,0.9075,0.9452,-0.03,0.0131,0.0041,0.0103,1574.0
IMG_0090,1,ok,images/IMG_0090.jpg,2026-08-13T22:21:09+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222106.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,219.134,74.925,0.2248,1.1105,173.046,0.7284,0.4204,0.0173,0.0013,0.0087,0.0158,386.0
IMG_0091,1,ok,images/IMG_0091.jpg,2026-08-13T22:21:17+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222114.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,119.957,22.609,1.1263,1.7405,182.112,0.9795,1.0516,-0.0402,0.0455,0.0157,-0.0212,1501.0
IMG_0092,1,ok,images/IMG_0092.jpg,2026-08-13T22:21:26+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222122.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,241.472,43.2,1.0364,1.5266,238.767,0.9368,0.985,0.0436,0.0243,-0.0087,0.0007,1594.0
IMG_0093,1,ok,images/IMG_0093.jpg,2026-08-13T22:21:34+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222130.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,272.367,68.106,0.644,1.1336,235.378,0.9097,1.0918,0.0158,0.0416,0.0298,-0.0064,1529.0
IMG_0094,1,ok,images/IMG_0094.jpg,2026-08-13T22:21:42+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222138.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,86.586,8.818,1.1209,1.4478,211.902,0.9028,0.9605,-0.0535,-0.0485,-0.0137,0.0201,1578.0
IMG_0095,1,ok,images/IMG_0095.jpg,2026-08-13T22:21:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222147.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,237.84,24.494,0.5199,1.0489,231.809,1.0603,1.2822,-0.0537,0.7599,-0.0175,0.0181,1613.0
IMG_0096,1,ok,images/IMG_0096.jpg,2026-08-13T22:21:59+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222155.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,406.964,74.898,0.5154,0.8892,198.618,0.931,1.023,-0.0565,0.0372,-0.3556,0.2093,1548.0
IMG_0097,1,ok,images/IMG_0097.jpg,2026-08-13T22:22:07+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222203.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,393.336,67.254,0.7211,1.4592,166.921,0.9513,0.9267,0.041,0.024,0.0108,-0.0025,1374.0
IMG_0098,1,ok,images/IMG_0098.jpg,2026-08-13T22:22:15+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222212.jpg,,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,178.823,31.772,0.9332,1.6763,216.352,0.9781,1.0606,-0.0185,0.0489,-0.0218,0.0036,1475.0
IMG_0099,1,ok,images/IMG_0099.jpg,2026-08-13T22:22:23+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222220.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,115.104,13.418,0.4156,1.395,175.366,1.3905,1.6489,-0.0008,-0.0136,-0.0343,-0.0124,1887.0
IMG_0100,1,ok,images/IMG_0100.jpg,2026-08-13T22:22:32+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222228.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,280.996,73.462,0.1864,0.717,150.929,1.0481,1.0246,-0.0322,-0.0378,0.0319,0.0067,1460.0
IMG_0101,1,ok,images/IMG_0101.jpg,2026-08-13T22:22:40+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222236.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,46.672,10.91,0.7815,1.4741,233.363,0.9903,0.9097,0.0111,-0.0494,0.0343,-0.0235,1558.0
IMG_0102,1,ok,images/IMG_0102.jpg,2026-08-13T22:22:48+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222245.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,414.531,67.151,0.4947,1.3575,150.95,0.9592,0.9801,0.0398,0.0528,0.0245,-0.006,1643.0
IMG_0103,1,ok,images/IMG_0103.jpg,2026-08-13T22:22:56+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222253.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,65.861,7.443,0.5676,0.9049,238.736,1.7771,1.5711,-0.0061,0.0086,-0.0011,0.0195,1784.0
IMG_0104,1,ok,images/IMG_0104.jpg,2026-08-13T22:23:05+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222301.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,76.233,15.699,0.2902,1.5761,211.681,1.0183,0.9341,-0.0386,0.0089,0.0326,0.0211,1540.0
IMG_0105,1,ok,images/IMG_0105.jpg,2026-08-13T22:23:13+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222309.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,282.584,56.211,0.8441,1.4947,229.118,0.9038,1.0661,0.0339,0.0244,0.0356,-0.0249,1528.0
IMG_0106,1,ok,images/IMG_0106.jpg,2026-08-13T22:23:21+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222318.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,55.858,17.93,0.4642,0.8239,180.999,0.4248,0.4813,0.0519,-0.0092,-0.0148,-0.0188,661.0
IMG_0107,1,ok,images/IMG_0107.jpg,2026-08-13T22:23:29+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222326.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,354.187,64.375,1.4693,1.7671,224.239,0.9124,0.9737,-0.0137,0.0433,0.0392,0.0036,1611.0
IMG_0108,1,ok,images/IMG_0108.jpg,2026-08-13T22:23:37+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222334.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,210.339,67.191,0.2946,0.988,163.715,0.7102,0.7265,-0.0283,0.0594,-0.0191,0.018,714.0
IMG_0109,1,ok,images/IMG_0109.jpg,2026-08-13T22:23:46+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222342.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,84.229,16.242,0.7832,1.0024,198.418,0.9392,0.9546,-0.0116,-0.004,0.3967,-0.2532,1519.0
IMG_0110,1,ok,images/IMG_0110.jpg,2026-08-13T22:23:54+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222350.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,353.286,65.938,0.4834,1.1863,206.098,0.3528,0.5708,-0.0552,0.0474,0.0161,0.0235,407.0
IMG_0111,1,ok,images/IMG_0111.jpg,2026-08-13T22:24:02+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222359.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,110.564,31.156,0.2687,1.0983,209.117,1.0414,0.9615,-0.0217,0.0384,-0.0383,-0.0232,1619.0
IMG_0112,1,ok,images/IMG_0112.jpg,2026-08-13T22:24:10+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222407.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,271.096,34.958,0.4845,1.0087,238.076,0.9749,1.0111,-0.0062,-0.037,-0.0356,0.02,1535.0
IMG_0113,1,ok,images/IMG_0113.jpg,2026-08-13T22:24:19+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222415.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,179.089,66.444,0.672,1.1932,231.037,1.0065,1.0842,-0.0188,0.0225,-0.1888,0.2473,1533.0
IMG_0114,1,ok,images/IMG_0114.jpg,2026-08-13T22:24:27+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222423.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,389.334,55.714,0.6778,1.3195,191.107,1.6297,1.6914,0.0219,0.0106,-0.0167,-0.0236,1773.0
IMG_0115,1,ok,images/IMG_0115.jpg,2026-08-13T22:24:35+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222432.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,410.91,64.957,0.8161,1.6532,179.586,1.0549,0.9582,0.0548,-0.0355,-0.0112,-0.0194,1529.0
IMG_0116,1,ok,images/IMG_0116.jpg,2026-08-13T22:24:44+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222440.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,141.713,38.417,1.1568,1.5922,210.613,0.6502,0.6652,-0.0586,0.0355,0.0078,0.0177,284.0
IMG_0117,1,ok,images/IMG_0117.jpg,2026-08-13T22:24:52+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222448.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,249.898,58.444,0.432,1.1661,207.451,1.0478,1.0138,0.038,-0.032,-0.0099,0.0123,1525.0
IMG_0118,1,ok,images/IMG_0118.jpg,2026-08-13T22:25:00+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222457.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,273.687,66.814,1.0843,1.384,163.048,0.9585,1.0391,-0.0241,0.0376,-0.0318,-0.0174,1520.0
IMG_0119,1,ok,images/IMG_0119.jpg,2026-08-13T22:25:08+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222505.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,411.758,64.995,0.8171,1.3118,197.649,0.9664,1.0296,-0.003,-0.0598,0.0336,-0.0049,1469.0
IMG_0120,1,ok,images/IMG_0120.jpg,2026-08-13T22:25:17+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222513.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,378.322,65.823,0.8234,1.177,174.52,1.8531,1.6402,-0.0119,0.0383,-0.0246,-0.0009,1827.0
IMG_0121,1,ok,images/IMG_0121.jpg,2026-08-13T22:25:25+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222521.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,206.333,30.708,0.1683,0.7562,159.971,1.3503,1.3808,0.0297,-0.58,0.0006,0.0025,1379.0
IMG_0122,1,ok,images/IMG_0122.jpg,2026-08-13T22:25:33+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222530.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,190.782,19.16,0.5794,0.9258,157.96,1.0427,0.9857,-0.0099,-0.0583,-0.3273,0.2643,1556.0
IMG_0123,1,ok,images/IMG_0123.jpg,2026-08-13T22:25:42+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222538.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,349.347,45.421,0.9083,1.637,170.109,0.9836,1.0458,-0.0104,0.047,0.0158,-0.0001,1357.0
IMG_0124,1,ok,images/IMG_0124.jpg,2026-08-13T22:25:50+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222546.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,258.221,72.183,0.4833,1.2938,170.94,1.0711,1.0488,-0.0354,0.0274,-0.0244,0.0071,1408.0
IMG_0125,1,ok,images/IMG_0125.jpg,2026-08-13T22:25:58+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222555.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,90.28,20.126,0.2505,1.2125,221.402,0.999,0.9482,-0.029,0.0441,-0.0191,-0.0029,1495.0
IMG_0126,1,ok,images/IMG_0126.jpg,2026-08-13T22:26:07+08:00,SSGA9X75RSPRSOEE,IMG_20260813_222603.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,325.537,73.016,0.5156,1.1111,237.964,1.0894,0.9694,-0.0374,0.0291,-0.0347,0.0148,1376.0
IMG_0127,1,ok,images/IMG_0127.jpg,2026-08-13T22:30:17+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223014.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,274.088,53.71,0.2907,0.7593,193.788,1.5595,1.3832,0.0153,0.0288,-0.0199,0.0023,1721.0
IMG_0128,1,ok,images/IMG_0128.jpg,2026-08-13T22:30:26+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223022.jpg,,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,62.434,7.225,1.098,1.4289,210.416,1.0648,0.9078,0.019,0.0474,0.0238,-0.0137,1639.0
IMG_0129,1,ok,images/IMG_0129.jpg,2026-08-13T22:30:35+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223031.jpg,,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,53.103,21.228,0.2547,0.8929,194.609,1.8861,1.5482,-0.0265,-0.0065,0.006,0.0083,1820.0
IMG_0130,1,ok,images/IMG_0130.jpg,2026-08-13T22:30:43+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223040.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,366.747,49.329,1.0411,1.6676,170.584,0.9134,1.0552,0.0372,0.0418,0.0217,0.0141,1642.0
IMG_0131,1,ok,images/IMG_0131.jpg,2026-08-13T22:30:52+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223048.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,179.121,37.898,0.6363,1.0987,166.104,0.3903,0.7472,0.0226,-0.0379,-0.0155,-0.0243,743.0
IMG_0132,1,ok,images/IMG_0132.jpg,2026-08-13T22:31:00+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223057.jpg,,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,47.36,15.88,1.307,1.5276,231.557,0.9216,0.973,-0.0228,-0.042,-0.0302,-0.014,1370.0
IMG_0133,1,ok,images/IMG_0133.jpg,2026-08-13T22:31:09+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223105.jpg,,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,200.544,67.821,0.5287,1.5705,161.104,1.1785,1.2455,-0.031,0.5349,0.0036,0.0166,1636.0
IMG_0134,1,ok,images/IMG_0134.jpg,2026-08-13T22:31:17+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223114.jpg,,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,403.256,74.534,0.8884,1.4674,179.783,0.9347,1.0022,-0.0417,0.016,-0.3957,0.1898,1444.0
IMG_0135,1,ok,images/IMG_0135.jpg,2026-08-13T22:31:26+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223123.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,78.521,25.101,0.9319,1.2592,186.412,0.372,0.4004,-0.0577,0.0582,0.0077,-0.0236,516.0
IMG_0136,1,ok,images/IMG_0136.jpg,2026-08-13T22:31:35+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223131.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,112.969,17.883,0.2608,0.8397,215.06,0.9387,0.9852,-0.0164,0.0075,-0.0022,0.0139,1589.0
IMG_0137,1,ok,images/IMG_0137.jpg,2026-08-13T22:31:44+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223140.jpg,,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,99.261,11.1,0.6511,1.5726,235.184,0.3523,0.5099,-0.0091,-0.0264,0.0249,-0.0082,565.0
IMG_0138,1,ok,images/IMG_0138.jpg,2026-08-13T22:31:52+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223149.jpg,,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,410.855,55.936,0.1966,1.0895,229.704,1.0838,0.9095,-0.0051,-0.0144,0.0263,0.0032,1510.0
IMG_0139,1,ok,images/IMG_0139.jpg,2026-08-13T22:32:01+08:00,SSGA9X75RSPRSOEE,IMG_20260813_223157.jpg,,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,387.701,71.628,0.7413,1.2241,222.943,1.0739,0.9329,-0.0113,0.0543,-0.0049,0.0031,1581.0
