sample_id,DATASET_SPLIT,QUALITY_CLASS,DEFECT_TYPE,CAPTURE_INSTRUCTION,EXPECTED_EFFECT,HMAX,HC,BR,BS,LOOP_HZ,X_GAIN,Y_GAIN,X_OFFSET,Y_OFFSET,XY_COUPLING,ASYMMETRY,AMPLITUDE,hc_negative_div,hc_positive_div,br_positive_div,br_negative_div,h_bias_div,br_bias_div,hc_half_span_div,br_half_span_div,h_extreme_positive_div,b_extreme_positive_div,h_extreme_negative_div,b_extreme_negative_div,grid_origin_x_px,grid_origin_y_px,x_pixels_per_div,y_pixels_per_div,mask,roi_xyxy_source,threshold,predicted_pixels,mean_probability,max_probability
IMG_0132,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,47.36,15.88,1.307,1.5276,231.557,0.9216,0.973,-0.0228,-0.042,-0.0302,-0.014,1370.0,-0.582278,0.860759,1.227848,-2.481013,0.139241,-0.626582,0.721519,1.85443,0.037975,-2.443038,-0.063291,1.189873,272.0,308.0,79.0,79.0,masks_640x600/IMG_0132.png,"2059,404,3800,2054",0.5,6832,0.018346,0.994525
IMG_0133,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,Y 方向偏心并发生屏幕裁切,200.544,67.821,0.5287,1.5705,161.104,1.1785,1.2455,-0.031,0.5349,0.0036,0.0166,1636.0,-2.025316,0.227848,2.050633,-0.21519,-0.898734,0.917722,1.126582,1.132911,2.696203,2.012658,-0.126582,1.974684,272.0,308.0,79.0,79.0,masks_640x600/IMG_0133.png,"2059,404,3800,2054",0.5,7270,0.019619,0.996943
IMG_0134,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,403.256,74.534,0.8884,1.4674,179.783,0.9347,1.0022,-0.0417,0.016,-0.3957,0.1898,1444.0,-0.43038,0.620253,1.43038,-1.556962,0.094937,-0.063291,0.525316,1.493671,-0.164557,-1.822785,0.240506,1.746835,272.0,308.0,79.0,79.0,masks_640x600/IMG_0134.png,"2059,404,3800,2054",0.5,5259,0.014543,0.995218
IMG_0135,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,78.521,25.101,0.9319,1.2592,186.412,0.372,0.4004,-0.0577,0.0582,0.0077,-0.0236,516.0,0.196203,0.341772,-0.227848,-0.724051,0.268987,-0.475949,0.072785,0.248101,0.025316,-0.734177,-0.012658,-0.189873,272.0,308.0,79.0,79.0,masks_640x600/IMG_0135.png,"2059,404,3800,2054",0.5,1428,0.003939,0.998925
IMG_0136,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,112.969,17.883,0.2608,0.8397,215.06,0.9387,0.9852,-0.0164,0.0075,-0.0022,0.0139,1589.0,-0.189873,0.658228,0.417722,-1.329114,0.234177,-0.455696,0.424051,0.873418,-0.64557,-2.265823,0.886076,1.544304,272.0,308.0,79.0,79.0,masks_640x600/IMG_0136.png,"2059,404,3800,2054",0.5,8519,0.022823,0.993984
IMG_0137,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,99.261,11.1,0.6511,1.5726,235.184,0.3523,0.5099,-0.0091,-0.0264,0.0249,-0.0082,565.0,0.139241,0.367089,-0.240506,-0.898734,0.253165,-0.56962,0.113924,0.329114,-0.075949,-1.012658,0.126582,-0.063291,272.0,308.0,79.0,79.0,masks_640x600/IMG_0137.png,"2059,404,3800,2054",0.5,1295,0.003596,0.999021
IMG_0138,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,410.855,55.936,0.1966,1.0895,229.704,1.0838,0.9095,-0.0051,-0.0144,0.0263,0.0032,1510.0,0.101266,0.949367,-0.113924,-1.037975,0.525316,-0.575949,0.424051,0.462025,2.455696,1.164557,-2.443038,-2.303797,272.0,308.0,79.0,79.0,masks_640x600/IMG_0138.png,"2059,404,3800,2054",0.5,8405,0.022394,0.996272
IMG_0139,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,387.701,71.628,0.7413,1.2241,222.943,1.0739,0.9329,-0.0113,0.0543,-0.0049,0.0031,1581.0,-0.43038,0.64557,1.139241,-1.860759,0.107595,-0.360759,0.537975,1.5,-0.227848,-2.240506,0.35443,1.620253,272.0,308.0,79.0,79.0,masks_640x600/IMG_0139.png,"2059,404,3800,2054",0.5,7896,0.021044,0.993502
IMG_0140,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,242.446,58.335,0.4816,1.3981,206.035,1.0525,1.0721,0.0497,-0.0366,-0.0113,-0.022,1569.0,-0.126582,1.265823,0.164557,-1.822785,0.56962,-0.829114,0.696203,0.993671,-0.164557,-2.025316,0.670886,0.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0140.png,"2059,404,3800,2054",0.5,9177,0.024407,0.996235
IMG_0141,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,175.503,42.393,0.4125,0.9105,201.737,0.9453,0.9863,-0.0041,0.0071,-0.4317,-0.2335,1355.0,-0.293671,0.936709,0.253165,-1.810127,0.321519,-0.778481,0.61519,1.031646,2.063291,0.113924,-2.075949,-1.063291,272.0,308.0,79.0,79.0,masks_640x600/IMG_0141.png,"2059,404,3800,2054",0.5,5677,0.015345,0.997328
IMG_0142,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,295.083,30.436,0.6696,1.4471,211.945,1.7995,1.377,0.0282,-0.035,-0.0064,0.0023,1825.0,-0.198734,0.848101,1.063291,0.531646,0.324684,0.797468,0.523418,0.265823,-0.227848,-3.265823,0.670886,2.367089,272.0,308.0,79.0,79.0,masks_640x600/IMG_0142.png,"2059,404,3800,2054",0.5,2699,0.008727,0.997479
IMG_0143,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,99.322,39.745,0.6223,0.725,187.378,0.9918,0.9864,0.0457,-0.0239,0.025,-0.005,1354.0,-0.582278,1.202532,1.164557,-2.544304,0.310127,-0.689873,0.892405,1.85443,0.189873,-2.417722,0.101266,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0143.png,"2059,404,3800,2054",0.5,7336,0.019639,0.996129
IMG_0144,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,222.628,43.327,0.5897,1.0174,172.062,1.0166,0.9471,-0.0574,0.0294,0.0337,0.003,1569.0,-0.518987,0.544304,1.227848,-1.632911,0.012658,-0.202532,0.531646,1.43038,-0.481013,-2.43038,0.35443,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0144.png,"2059,404,3800,2054",0.5,8011,0.021371,0.993935
IMG_0145,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,106.72,16.198,0.9825,1.3271,221.969,0.4894,0.6256,-0.0322,-0.0504,-0.0079,-0.007,420.0,0.129114,0.35443,-0.227848,-0.873418,0.241772,-0.550633,0.112658,0.322785,-0.037975,-0.962025,0.063291,-0.113924,272.0,308.0,79.0,79.0,masks_640x600/IMG_0145.png,"2059,404,3800,2054",0.5,1429,0.003911,0.998258
IMG_0146,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,192.364,47.997,0.5042,1.63,205.772,0.9081,1.0721,0.034,0.0396,0.0254,0.019,1515.0,-0.21519,0.987342,0.329114,-1.417722,0.386076,-0.544304,0.601266,0.873418,-0.544304,-2.037975,0.873418,1.341772,272.0,308.0,79.0,79.0,masks_640x600/IMG_0146.png,"2059,404,3800,2054",0.5,9005,0.023944,0.995393
IMG_0147,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,234.718,52.605,0.6579,1.0922,167.117,0.9859,1.0619,-0.0323,0.0104,-0.0047,-0.0069,1518.0,-0.493671,0.658228,1.240506,-2.0,0.082278,-0.379747,0.575949,1.620253,-0.455696,-2.696203,0.329114,1.670886,272.0,308.0,79.0,79.0,masks_640x600/IMG_0147.png,"2059,404,3800,2054",0.5,7832,0.020932,0.993475
IMG_0148,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,91.676,12.799,0.8603,0.9792,162.998,0.9123,1.0297,0.0499,0.0045,0.0132,-0.0229,1364.0,-0.139241,0.468354,1.177215,-2.64557,0.164557,-0.734177,0.303797,1.911392,0.037975,-2.683544,0.253165,1.632911,272.0,308.0,79.0,79.0,masks_640x600/IMG_0148.png,"2059,404,3800,2054",0.5,5128,0.013943,0.993172
IMG_0149,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,151.239,56.352,0.2396,1.3097,204.254,1.8463,1.4278,0.0221,-0.0489,-0.0377,0.0153,1825.0,-0.505063,2.924051,0.101266,-1.468354,1.209494,-0.683544,1.714557,0.78481,2.911392,-0.43038,-2.924051,-0.911392,272.0,308.0,79.0,79.0,masks_640x600/IMG_0149.png,"2059,404,3800,2054",0.5,7310,0.019689,0.997727
IMG_0150,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,292.21,34.171,0.7676,1.2549,163.634,1.0951,0.9013,0.0225,-0.0328,-0.0254,0.0246,1392.0,-0.139241,0.506329,0.632911,-2.012658,0.183544,-0.689873,0.322785,1.322785,-0.21519,-2.367089,0.35443,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0150.png,"2059,404,3800,2054",0.5,5915,0.016138,0.995974
IMG_0151,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,147.636,38.414,0.3826,1.1389,173.897,0.9762,1.0321,-0.0484,0.057,-0.0308,-0.014,1452.0,-0.481013,0.860759,0.582278,-1.151899,0.189873,-0.28481,0.670886,0.867089,-0.417722,-1.632911,0.341772,0.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0151.png,"2059,404,3800,2054",0.5,8734,0.023272,0.996402
IMG_0152,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,339.62,72.796,0.4389,0.7647,200.011,1.7469,1.3892,-0.0084,0.0349,0.0163,-0.0217,1768.0,-0.911392,-0.822785,1.848101,-2.568354,-0.867089,-0.360127,0.044304,2.208228,-0.481013,-3.329114,0.405063,2.291139,272.0,308.0,79.0,79.0,masks_640x600/IMG_0152.png,"2059,404,3800,2054",0.5,4138,0.012426,0.997669
IMG_0153,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,74.652,10.675,0.592,1.4579,194.417,1.0116,1.0834,0.014,0.0205,0.0249,0.0055,1590.0,-0.189873,0.607595,0.658228,-1.810127,0.208861,-0.575949,0.398734,1.234177,-0.56962,-2.772152,0.759494,1.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0153.png,"2059,404,3800,2054",0.5,8233,0.022059,0.993857
IMG_0154,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,201.096,25.22,1.0966,1.4838,210.682,0.5649,0.3668,-0.037,0.028,0.0303,-0.0118,670.0,0.151899,0.582278,-0.202532,-0.759494,0.367089,-0.481013,0.21519,0.278481,-0.012658,-0.822785,0.0,-0.139241,272.0,308.0,79.0,79.0,masks_640x600/IMG_0154.png,"2059,404,3800,2054",0.5,1956,0.005274,0.998445
IMG_0155,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,187.439,68.184,0.2062,0.8674,194.651,0.9717,1.0455,0.0362,-0.0316,-0.0125,0.003,1495.0,0.0,1.996203,-0.025316,-1.303797,0.998101,-0.664557,0.998101,0.639241,2.367089,0.265823,-2.202532,-1.468354,272.0,308.0,79.0,79.0,masks_640x600/IMG_0155.png,"2059,404,3800,2054",0.5,8453,0.022355,0.995516
IMG_0156,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,166.949,42.537,0.5976,0.8612,229.411,0.9344,0.9418,0.028,-0.0033,-0.3355,-0.171,1534.0,-0.405063,0.911392,0.746835,-2.56962,0.253165,-0.911392,0.658228,1.658228,-0.037975,-2.620253,0.177215,0.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0156.png,"2059,404,3800,2054",0.5,6278,0.016929,0.995504
IMG_0157,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,339.638,42.39,0.4082,0.9312,204.45,1.0467,1.0116,0.0503,-0.0027,0.0184,-0.0098,1623.0,-0.088608,0.658228,0.367089,-2.139241,0.28481,-0.886076,0.373418,1.253165,-0.379747,-2.772152,0.658228,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0157.png,"2059,404,3800,2054",0.5,8085,0.021644,0.993776
IMG_0158,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,314.38,52.141,1.3225,1.6839,162.055,0.9466,1.0361,0.0393,0.0017,0.0045,-0.0004,1627.0,-0.227848,0.620253,1.379747,-2.860759,0.196203,-0.740506,0.424051,2.120253,-0.101266,-3.025316,0.278481,1.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0158.png,"2059,404,3800,2054",0.5,5738,0.015657,0.989956
IMG_0159,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,205.274,43.68,1.1674,1.5961,228.417,0.6795,0.507,0.0262,0.0212,0.0191,0.0182,325.0,,,-0.316456,-0.721519,,-0.518987,,0.202532,0.050633,-0.708861,0.063291,-0.227848,272.0,308.0,79.0,79.0,masks_640x600/IMG_0159.png,"2059,404,3800,2054",0.5,1274,0.003528,0.998243
IMG_0160,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,93.14,15.832,0.3484,1.0246,185.149,0.9474,0.9517,-0.0112,-0.0031,-0.0342,-0.0055,1400.0,-0.164557,0.670886,0.316456,-1.316456,0.253165,-0.5,0.417722,0.816456,-0.481013,-2.012658,0.443038,0.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0160.png,"2059,404,3800,2054",0.5,7809,0.020885,0.996584
IMG_0161,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,163.22,58.641,0.7032,1.6382,182.158,1.032,1.0173,0.0215,0.013,0.0333,-0.0074,1356.0,-0.408861,1.303797,0.443038,-1.556962,0.447468,-0.556962,0.856329,1.0,-0.151899,-1.721519,-0.113924,0.35443,272.0,308.0,79.0,79.0,masks_640x600/IMG_0161.png,"2059,404,3800,2054",0.5,8465,0.022597,0.996959
IMG_0162,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,208.672,58.403,1.2581,1.6421,167.979,1.0927,0.9602,0.0255,0.0081,0.016,0.0171,1624.0,-0.607595,1.063291,1.405063,-2.493671,0.227848,-0.544304,0.835443,1.949367,0.025316,-2.468354,0.240506,1.670886,272.0,308.0,79.0,79.0,masks_640x600/IMG_0162.png,"2059,404,3800,2054",0.5,7994,0.021482,0.995004
IMG_0163,defect,瑕疵,scale_clipping,保持正常曝光和构图；不调整示波器档位,幅度过大，回线顶部/底部或左右边缘被截断,237.52,36.175,0.8677,1.6164,185.703,1.4429,1.867,0.0482,0.0254,0.0199,-0.0139,1788.0,-0.405063,-0.379747,1.962025,-3.367089,-0.392405,-0.702532,0.012658,2.664557,0.075949,-3.379747,0.189873,2.367089,272.0,308.0,79.0,79.0,masks_640x600/IMG_0163.png,"2059,404,3800,2054",0.5,2520,0.008138,0.997297
IMG_0164,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,291.998,35.076,0.9134,1.7177,229.84,0.9475,1.0923,0.0298,0.0254,0.1912,-0.209,1509.0,-0.113924,0.443038,0.518987,-2.632911,0.164557,-1.056962,0.278481,1.575949,-0.139241,-2.924051,0.810127,1.898734,272.0,308.0,79.0,79.0,masks_640x600/IMG_0164.png,"2059,404,3800,2054",0.5,5928,0.015854,0.995728
IMG_0165,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,54.522,11.124,0.2665,1.3141,227.602,1.0161,1.0076,0.0564,0.0278,-0.008,-0.0213,1449.0,0.063291,1.177215,-0.063291,-1.126582,0.620253,-0.594937,0.556962,0.531646,2.291139,0.898734,-2.189873,-1.848101,272.0,308.0,79.0,79.0,masks_640x600/IMG_0165.png,"2059,404,3800,2054",0.5,8619,0.022867,0.996976
IMG_0166,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,329.0,66.088,1.2176,1.7314,161.743,1.1856,1.2681,-0.5379,0.7381,-0.0309,-0.0114,1636.0,-2.316456,-2.240506,,,-2.278481,,0.037975,,1.78481,-2.746835,-2.037975,0.974684,272.0,308.0,79.0,79.0,masks_640x600/IMG_0166.png,"2059,404,3800,2054",0.5,1086,0.003247,0.992076
IMG_0167,defect,瑕疵,overexposed,提高相机曝光或示波器亮度，使高亮轨迹局部饱和但仍可辨认,轨迹膨胀、局部纯白、细节丢失,93.858,19.304,1.3483,1.6185,185.642,0.9612,1.0046,0.0027,0.0469,-0.023,0.0135,1371.0,-0.278481,0.664557,1.262025,-2.426582,0.193038,-0.582278,0.471519,1.844304,0.025316,-2.443038,0.240506,1.620253,272.0,308.0,79.0,79.0,masks_640x600/IMG_0167.png,"2059,404,3800,2054",0.5,7317,0.019631,0.997624
IMG_0168,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,63.924,10.498,1.0901,1.4672,219.837,1.0877,1.0487,-0.0398,0.0143,-0.3102,-0.1722,1435.0,-0.417722,0.468354,1.101266,-2.468354,0.025316,-0.683544,0.443038,1.78481,-0.21519,-2.848101,0.088608,1.227848,272.0,308.0,79.0,79.0,masks_640x600/IMG_0168.png,"2059,404,3800,2054",0.5,6271,0.017048,0.996037
IMG_0169,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,93.606,29.729,0.5169,0.8011,227.967,0.9811,0.9452,0.0559,-0.0281,-0.0353,0.0175,1362.0,-0.329114,1.151899,0.632911,-2.101266,0.411392,-0.734177,0.740506,1.367089,0.088608,-2.037975,0.316456,1.012658,272.0,308.0,79.0,79.0,masks_640x600/IMG_0169.png,"2059,404,3800,2054",0.5,8028,0.02147,0.997612
IMG_0170,defect,瑕疵,small_dim_loop,保持常规相机曝光和示波器档位，不放大画面,回线过小、偏暗、有效像素少,46.097,15.691,0.6749,1.4945,219.335,0.5992,0.744,0.0258,-0.047,-0.0062,-0.0025,264.0,,,-0.392405,-0.746835,,-0.56962,,0.177215,0.025316,-0.759494,0.101266,-0.278481,272.0,308.0,79.0,79.0,masks_640x600/IMG_0170.png,"2059,404,3800,2054",0.5,1225,0.003383,0.998762
IMG_0171,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,65.36,15.467,0.6007,0.8121,172.08,1.0932,0.9318,0.0263,-0.0454,-0.0133,0.0156,1431.0,-0.35443,0.911392,0.911392,-2.329114,0.278481,-0.708861,0.632911,1.620253,-0.063291,-2.417722,0.240506,1.21519,272.0,308.0,79.0,79.0,masks_640x600/IMG_0171.png,"2059,404,3800,2054",0.5,8068,0.021585,0.996479
IMG_0172,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,190.976,74.862,0.8464,1.4015,232.329,1.005,1.0642,0.044,-0.0521,0.0128,-0.0045,1522.0,-0.518987,1.493671,0.808861,-2.417722,0.487342,-0.80443,1.006329,1.613291,0.063291,-2.367089,0.265823,1.101266,272.0,308.0,79.0,79.0,masks_640x600/IMG_0172.png,"2059,404,3800,2054",0.5,9040,0.024267,0.99651
IMG_0173,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,98.685,16.771,0.439,1.7829,189.448,0.9373,1.0877,-0.0534,-0.0315,-0.0269,0.0147,1506.0,-0.177215,0.721519,0.303797,-1.164557,0.272152,-0.43038,0.449367,0.734177,-0.886076,-2.291139,0.518987,0.962025,272.0,308.0,79.0,79.0,masks_640x600/IMG_0173.png,"2059,404,3800,2054",0.5,9258,0.024732,0.997363
IMG_0174,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,208.175,40.118,0.337,0.9815,178.143,1.0229,0.9752,-0.0583,0.0356,0.0395,-0.0205,1572.0,-0.405063,0.658228,0.632911,-1.189873,0.126582,-0.278481,0.531646,0.911392,-0.582278,-2.012658,0.544304,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0174.png,"2059,404,3800,2054",0.5,9289,0.024794,0.996984
IMG_0175,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,415.443,68.016,0.6355,1.7856,161.666,0.999,1.0464,0.0073,0.0283,-0.0253,-0.0206,1372.0,-0.151899,0.658228,0.367089,-1.481013,0.253165,-0.556962,0.405063,0.924051,-0.556962,-2.278481,0.64557,1.265823,272.0,308.0,79.0,79.0,masks_640x600/IMG_0175.png,"2059,404,3800,2054",0.5,8395,0.022433,0.997036
IMG_0176,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,331.883,54.105,0.6432,1.6256,179.475,1.0793,1.0474,-0.0194,0.0376,-0.4259,-0.1332,1412.0,-0.303797,0.683544,0.455696,-1.56962,0.189873,-0.556962,0.493671,1.012658,-0.367089,-2.113924,-2.291139,-1.468354,272.0,308.0,79.0,79.0,masks_640x600/IMG_0176.png,"2059,404,3800,2054",0.5,7192,0.019291,0.997436
IMG_0177,defect,瑕疵,defocus_motion,轻微失焦或手持轻微运动拍摄，保留可识别的整体形状,轨迹模糊、拖影或重影,82.121,26.363,0.7823,1.7666,200.572,1.0648,0.9227,0.0486,0.0371,0.0089,0.0176,1448.0,-0.367089,1.367089,0.43038,-1.56962,0.5,-0.56962,0.867089,1.0,0.189873,-1.405063,0.329114,0.759494,272.0,308.0,79.0,79.0,masks_640x600/IMG_0177.png,"2059,404,3800,2054",0.5,9140,0.024326,0.997361
IMG_0178,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,261.013,52.106,0.2697,0.8989,153.145,1.022,1.0025,-0.0596,-0.0155,-0.024,0.0125,1575.0,-0.316456,0.860759,0.43038,-1.227848,0.272152,-0.398734,0.588608,0.829114,-0.493671,-1.835443,0.443038,0.936709,272.0,308.0,79.0,79.0,masks_640x600/IMG_0178.png,"2059,404,3800,2054",0.5,9722,0.025926,0.997272
IMG_0179,defect,瑕疵,tilt_asymmetry,正常拍摄，保留固件产生的倾斜与上下支不对称,回线明显倾斜、上下分支不对称,112.248,15.495,0.3398,1.1417,216.815,1.0511,0.9086,0.0002,-0.017,0.1964,0.1603,1544.0,-0.101266,0.734177,0.278481,-1.253165,0.316456,-0.487342,0.417722,0.765823,-0.56962,-2.012658,0.886076,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0179.png,"2059,404,3800,2054",0.5,8561,0.022917,0.997775
IMG_0180,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,X 方向偏心并发生屏幕裁切,348.68,39.513,0.8805,1.1752,179.225,1.3651,1.2386,0.5048,0.0483,0.0377,-0.0134,1436.0,0.873418,1.620253,-2.822785,-2.848101,1.246835,-2.835443,0.373418,0.012658,1.088608,-2.822785,1.253165,1.772152,272.0,308.0,79.0,79.0,masks_640x600/IMG_0180.png,"2059,404,3800,2054",0.5,4768,0.013344,0.997
IMG_0181,defect,瑕疵,underexposed,降低相机曝光或示波器亮度，使轨迹明显偏暗但仍留有部分可见点,轨迹暗淡、断续、信噪比下降,175.872,43.644,1.0003,1.2704,196.59,0.9232,1.05,0.0263,-0.0556,0.0271,0.0136,1476.0,-0.341772,0.810127,1.21519,-2.734177,0.234177,-0.759494,0.575949,1.974684,0.012658,-2.746835,0.303797,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0181.png,"2059,404,3800,2054",0.5,7720,0.020656,0.996355
IMG_0182,defect,瑕疵,offset_outside,保持正常拍摄；由固件偏置/增益使回线部分超出示波器显示范围,XY 方向偏心并发生屏幕裁切,147.57,43.675,1.3505,1.7969,231.835,1.318,1.0838,-0.5669,-0.7124,-0.0251,-0.0144,1384.0,-0.962025,0.974684,-0.877215,-1.341772,0.006329,-1.109494,0.968354,0.232278,-0.64557,-2.772152,-1.126582,-0.113924,272.0,308.0,79.0,79.0,masks_640x600/IMG_0182.png,"2059,404,3800,2054",0.5,5752,0.015556,0.997607
IMG_0183,defect,瑕疵,partial_frame,移动或缩放相机，让屏幕边缘或磁滞回线被裁掉约 15%–45%,拍摄不完整、部分回线位于画面外,208.831,59.785,1.2215,1.7081,173.194,0.9356,1.0333,0.0086,-0.0086,0.0074,0.0149,1554.0,-0.493671,0.911392,1.303797,-2.468354,0.208861,-0.582278,0.702532,1.886076,-0.21519,-2.746835,0.265823,1.64557,272.0,308.0,79.0,79.0,masks_640x600/IMG_0183.png,"2059,404,3800,2054",0.5,8394,0.02251,0.996503
IMG_0184,normal,正常,NORMAL,正常曝光；完整包含示波器屏幕；对焦清晰；相机正对屏幕,完整、亮度适中、位置居中的磁滞回线,54.592,6.681,0.2153,0.8308,154.245,0.9635,0.956,0.0397,-0.0414,-0.0304,0.0004,1469.0,0.265823,0.924051,-0.443038,-1.797468,0.594937,-1.120253,0.329114,0.677215,-0.392405,-2.341772,0.949367,0.924051,272.0,308.0,79.0,79.0,masks_640x600/IMG_0184.png,"2059,404,3800,2054",0.5,8582,0.022965,0.998466
